Year,County,hospital,Surgery,# of Cases,LONGITUDE,LATITUDE
2014,Kings,Adventist Health Hanford,Colon,21,-119.6683912,36.3256247
2013,Kings,Adventist Health Hanford,Lung,2,-119.6683912,36.3256247
2014,Kings,Adventist Health Hanford,Lung,1,-119.6683912,36.3256247
2018,Kings,Adventist Health Hanford,Stomach,1,-119.6683912,36.3256247
2018,Kings,Adventist Health Hanford,Colon,26,-119.6683912,36.3256247
2016,Kings,Adventist Health Hanford,Colon,20,-119.6683912,36.3256247
2013,Kings,Adventist Health Hanford,Breast,53,-119.6683912,36.3256247
2021,Kings,Adventist Health Hanford,Rectum,9,-119.6683912,36.3256247
2021,Kings,Adventist Health Hanford,Lung,2,-119.6683912,36.3256247
2016,Kings,Adventist Health Hanford,Rectum,12,-119.6683912,36.3256247
2020,Kings,Adventist Health Hanford,Rectum,4,-119.6683912,36.3256247
2016,Kings,Adventist Health Hanford,Pancreas,1,-119.6683912,36.3256247
2016,Kings,Adventist Health Hanford,Breast,16,-119.6683912,36.3256247
2017,Kings,Adventist Health Hanford,Prostate,1,-119.6683912,36.3256247
2015,Kings,Adventist Health Hanford,Breast,33,-119.6683912,36.3256247
2016,Kings,Adventist Health Hanford,Prostate,4,-119.6683912,36.3256247
2021,Kings,Adventist Health Hanford,Prostate,2,-119.6683912,36.3256247
2019,Kings,Adventist Health Hanford,Breast,33,-119.6683912,36.3256247
2017,Kings,Adventist Health Hanford,Lung,1,-119.6683912,36.3256247
2021,Kings,Adventist Health Hanford,Esophagus,1,-119.6683912,36.3256247
2015,Kings,Adventist Health Hanford,Colon,17,-119.6683912,36.3256247
2013,Kings,Adventist Health Hanford,Colon,22,-119.6683912,36.3256247
2013,Kings,Adventist Health Hanford,Prostate,7,-119.6683912,36.3256247
2015,Kings,Adventist Health Hanford,Rectum,6,-119.6683912,36.3256247
2017,Kings,Adventist Health Hanford,Colon,14,-119.6683912,36.3256247
2018,Kings,Adventist Health Hanford,Prostate,5,-119.6683912,36.3256247
2017,Kings,Adventist Health Hanford,Stomach,1,-119.6683912,36.3256247
2018,Kings,Adventist Health Hanford,Lung,1,-119.6683912,36.3256247
2014,Kings,Adventist Health Hanford,Stomach,3,-119.6683912,36.3256247
2019,Kings,Adventist Health Hanford,Stomach,1,-119.6683912,36.3256247
2019,Kings,Adventist Health Hanford,Lung,3,-119.6683912,36.3256247
2019,Kings,Adventist Health Hanford,Prostate,1,-119.6683912,36.3256247
2015,Kings,Adventist Health Hanford,Bladder,3,-119.6683912,36.3256247
2014,Kings,Adventist Health Hanford,Prostate,10,-119.6683912,36.3256247
2013,Kings,Adventist Health Hanford,Bladder,1,-119.6683912,36.3256247
2013,Kings,Adventist Health Hanford,Liver,2,-119.6683912,36.3256247
2013,Kings,Adventist Health Hanford,Stomach,1,-119.6683912,36.3256247
2019,Kings,Adventist Health Hanford,Colon,21,-119.6683912,36.3256247
2021,Kings,Adventist Health Hanford,Breast,48,-119.6683912,36.3256247
2014,Kings,Adventist Health Hanford,Liver,1,-119.6683912,36.3256247
2020,Kings,Adventist Health Hanford,Colon,14,-119.6683912,36.3256247
2016,Kings,Adventist Health Hanford,Lung,2,-119.6683912,36.3256247
2020,Kings,Adventist Health Hanford,Stomach,1,-119.6683912,36.3256247
2021,Kings,Adventist Health Hanford,Colon,20,-119.6683912,36.3256247
2018,Lake,Adventist Health Clearlake,Breast,1,-122.6202,38.93619
2020,Lake,Adventist Health Clearlake,Rectum,1,-122.6202,38.93619
2019,Lake,Adventist Health Clearlake,Colon,1,-122.6202,38.93619
2015,Lake,Adventist Health Clearlake,Rectum,1,-122.6201,38.93556
2021,Lake,Adventist Health Clearlake,Colon,5,-122.6202,38.93619
2013,Lake,Adventist Health Clearlake,Colon,6,-122.6201,38.93556
2013,Lake,Adventist Health Clearlake,Breast,6,-122.6201,38.93556
2016,Lake,Adventist Health Clearlake,Colon,1,-122.6201,38.93556
2015,Lake,Adventist Health Clearlake,Breast,5,-122.6201,38.93556
2015,Lake,Adventist Health Clearlake,Colon,1,-122.6201,38.93556
2014,Lake,Adventist Health Clearlake,Breast,7,-122.6201,38.93556
2019,Lake,Adventist Health Clearlake,Breast,2,-122.6202,38.93619
2021,Lake,Adventist Health Clearlake,Rectum,2,-122.6202,38.93619
2020,Lake,Adventist Health Clearlake,Colon,2,-122.6202,38.93619
2020,Lake,Adventist Health Clearlake,Breast,2,-122.6202,38.93619
2021,Lake,Adventist Health Clearlake,Breast,1,-122.6202,38.93619
2018,Lake,Adventist Health Clearlake,Colon,1,-122.6202,38.93619
2017,Lake,Adventist Health Clearlake,Breast,2,-122.6201,38.93556
2017,Lake,Adventist Health Clearlake,Colon,2,-122.6201,38.93556
2021,Lake,Sutter Lakeside Hospital,Breast,3,-122.91003,39.10232
2021,Lake,Sutter Lakeside Hospital,Rectum,2,-122.91003,39.10232
2020,Lake,Sutter Lakeside Hospital,Pancreas,1,-122.91003,39.10232
2020,Lake,Sutter Lakeside Hospital,Stomach,1,-122.91003,39.10232
2013,Lake,Sutter Lakeside Hospital,Breast,8,-122.91003,39.10232
2015,Lake,Sutter Lakeside Hospital,Lung,2,-122.91003,39.10232
2020,Lake,Sutter Lakeside Hospital,Colon,7,-122.91003,39.10232
2020,Lake,Sutter Lakeside Hospital,Lung,1,-122.91003,39.10232
2019,Lake,Sutter Lakeside Hospital,Rectum,2,-122.91003,39.10232
2015,Lake,Sutter Lakeside Hospital,Breast,4,-122.91003,39.10232
2016,Lake,Sutter Lakeside Hospital,Rectum,1,-122.91003,39.10232
2021,Lake,Sutter Lakeside Hospital,Colon,7,-122.91003,39.10232
2013,Lake,Sutter Lakeside Hospital,Colon,9,-122.91003,39.10232
2018,Lake,Sutter Lakeside Hospital,Colon,6,-122.91003,39.10232
2016,Lake,Sutter Lakeside Hospital,Lung,4,-122.91003,39.10232
2016,Lake,Sutter Lakeside Hospital,Colon,5,-122.91003,39.10232
2016,Lake,Sutter Lakeside Hospital,Breast,1,-122.91003,39.10232
2017,Lake,Sutter Lakeside Hospital,Lung,1,-122.91003,39.10232
2020,Lake,Sutter Lakeside Hospital,Rectum,3,-122.91003,39.10232
2015,Lake,Sutter Lakeside Hospital,Colon,4,-122.91003,39.10232
2017,Lake,Sutter Lakeside Hospital,Colon,4,-122.91003,39.10232
2014,Lake,Sutter Lakeside Hospital,Colon,9,-122.91003,39.10232
2014,Lake,Sutter Lakeside Hospital,Breast,1,-122.91003,39.10232
2019,Lake,Sutter Lakeside Hospital,Breast,1,-122.91003,39.10232
2018,Lake,Sutter Lakeside Hospital,Rectum,3,-122.91003,39.10232
2017,Lake,Sutter Lakeside Hospital,Rectum,2,-122.91003,39.10232
2019,Lake,Sutter Lakeside Hospital,Colon,1,-122.91003,39.10232
2018,Lake,Sutter Lakeside Hospital,Liver,2,-122.91003,39.10232
2016,Lassen,Banner Lassen Medical Center,Colon,1,-120.64609,40.42306
2019,Lassen,Banner Lassen Medical Center,Breast,2,-120.64609,40.42306
2015,Lassen,Banner Lassen Medical Center,Breast,1,-120.64609,40.42306
2014,Lassen,Banner Lassen Medical Center,Rectum,1,-120.64609,40.42306
2019,Lassen,Banner Lassen Medical Center,Colon,2,-120.64609,40.42306
2014,Los Angeles,Alhambra Hospital Medical Center,Rectum,11,-118.1449,34.08988
2021,Los Angeles,Alhambra Hospital Medical Center,Stomach,7,-118.1449,34.08988
2014,Los Angeles,Alhambra Hospital Medical Center,Breast,13,-118.1449,34.08988
2019,Los Angeles,Alhambra Hospital Medical Center,Lung,9,-118.1449,34.08988
2015,Los Angeles,Alhambra Hospital Medical Center,Lung,16,-118.1449,34.08988
2020,Los Angeles,Alhambra Hospital Medical Center,Breast,26,-118.1449,34.08988
2020,Los Angeles,Alhambra Hospital Medical Center,Stomach,5,-118.1449,34.08988
2020,Los Angeles,Alhambra Hospital Medical Center,Lung,1,-118.1449,34.08988
2014,Los Angeles,Alhambra Hospital Medical Center,Stomach,5,-118.1449,34.08988
2013,Los Angeles,Alhambra Hospital Medical Center,Rectum,6,-118.1449,34.08988
2021,Los Angeles,Alhambra Hospital Medical Center,Colon,27,-118.1449,34.08988
2018,Los Angeles,Alhambra Hospital Medical Center,Prostate,3,-118.1449,34.08988
2021,Los Angeles,Alhambra Hospital Medical Center,Lung,1,-118.1449,34.08988
2017,Los Angeles,Alhambra Hospital Medical Center,Lung,9,-118.1449,34.08988
2020,Los Angeles,Alhambra Hospital Medical Center,Brain,3,-118.1449,34.08988
2020,Los Angeles,Alhambra Hospital Medical Center,Pancreas,3,-118.1449,34.08988
2021,Los Angeles,Alhambra Hospital Medical Center,Breast,19,-118.1449,34.08988
2021,Los Angeles,Alhambra Hospital Medical Center,Liver,1,-118.1449,34.08988
2018,Los Angeles,Alhambra Hospital Medical Center,Rectum,6,-118.1449,34.08988
2016,Los Angeles,Alhambra Hospital Medical Center,Rectum,10,-118.1449,34.08988
2016,Los Angeles,Alhambra Hospital Medical Center,Lung,18,-118.1449,34.08988
2015,Los Angeles,Alhambra Hospital Medical Center,Stomach,11,-118.1449,34.08988
2018,Los Angeles,Alhambra Hospital Medical Center,Colon,37,-118.1449,34.08988
2019,Los Angeles,Alhambra Hospital Medical Center,Rectum,4,-118.1449,34.08988
2018,Los Angeles,Alhambra Hospital Medical Center,Liver,1,-118.1449,34.08988
2020,Los Angeles,Alhambra Hospital Medical Center,Colon,21,-118.1449,34.08988
2014,Los Angeles,Alhambra Hospital Medical Center,Colon,40,-118.1449,34.08988
2019,Los Angeles,Alhambra Hospital Medical Center,Brain,4,-118.1449,34.08988
2018,Los Angeles,Alhambra Hospital Medical Center,Stomach,10,-118.1449,34.08988
2016,Los Angeles,Alhambra Hospital Medical Center,Liver,1,-118.1449,34.08988
2017,Los Angeles,Alhambra Hospital Medical Center,Rectum,13,-118.1449,34.08988
2017,Los Angeles,Alhambra Hospital Medical Center,Stomach,10,-118.1449,34.08988
2017,Los Angeles,Alhambra Hospital Medical Center,Colon,31,-118.1449,34.08988
2018,Los Angeles,Alhambra Hospital Medical Center,Breast,18,-118.1449,34.08988
2020,Los Angeles,Alhambra Hospital Medical Center,Rectum,8,-118.1449,34.08988
2019,Los Angeles,Alhambra Hospital Medical Center,Bladder,1,-118.1449,34.08988
2017,Los Angeles,Alhambra Hospital Medical Center,Breast,17,-118.1449,34.08988
2015,Los Angeles,Alhambra Hospital Medical Center,Colon,32,-118.1449,34.08988
2019,Los Angeles,Alhambra Hospital Medical Center,Pancreas,1,-118.1449,34.08988
2019,Los Angeles,Alhambra Hospital Medical Center,Breast,11,-118.1449,34.08988
2019,Los Angeles,Alhambra Hospital Medical Center,Stomach,3,-118.1449,34.08988
2017,Los Angeles,Alhambra Hospital Medical Center,Prostate,1,-118.1449,34.08988
2019,Los Angeles,Alhambra Hospital Medical Center,Colon,30,-118.1449,34.08988
2016,Los Angeles,Alhambra Hospital Medical Center,Colon,51,-118.1449,34.08988
2019,Los Angeles,Alhambra Hospital Medical Center,Liver,3,-118.1449,34.08988
2016,Los Angeles,Alhambra Hospital Medical Center,Esophagus,1,-118.1449,34.08988
2018,Los Angeles,Alhambra Hospital Medical Center,Lung,10,-118.1449,34.08988
2013,Los Angeles,Alhambra Hospital Medical Center,Esophagus,1,-118.1449,34.08988
2013,Los Angeles,Alhambra Hospital Medical Center,Liver,2,-118.1449,34.08988
2013,Los Angeles,Alhambra Hospital Medical Center,Colon,39,-118.1449,34.08988
2021,Los Angeles,Alhambra Hospital Medical Center,Rectum,10,-118.1449,34.08988
2014,Los Angeles,Alhambra Hospital Medical Center,Liver,1,-118.1449,34.08988
2014,Los Angeles,Alhambra Hospital Medical Center,Lung,19,-118.1449,34.08988
2013,Los Angeles,Alhambra Hospital Medical Center,Stomach,10,-118.1449,34.08988
2015,Los Angeles,Alhambra Hospital Medical Center,Breast,14,-118.1449,34.08988
2013,Los Angeles,Alhambra Hospital Medical Center,Breast,25,-118.1449,34.08988
2016,Los Angeles,Alhambra Hospital Medical Center,Stomach,5,-118.1449,34.08988
2016,Los Angeles,Alhambra Hospital Medical Center,Breast,5,-118.1449,34.08988
2015,Los Angeles,Alhambra Hospital Medical Center,Rectum,5,-118.1449,34.08988
2013,Los Angeles,Alhambra Hospital Medical Center,Lung,1,-118.1449,34.08988
2017,Los Angeles,Alhambra Hospital Medical Center,Liver,1,-118.1449,34.08988
2021,Los Angeles,Antelope Valley Hospital,Brain,20,-118.157981,34.6878
2021,Los Angeles,Antelope Valley Hospital,Rectum,9,-118.157981,34.6878
2021,Los Angeles,Antelope Valley Hospital,Liver,1,-118.157981,34.6878
2021,Los Angeles,Antelope Valley Hospital,Breast,134,-118.157981,34.6878
2018,Los Angeles,Antelope Valley Hospital,Colon,39,-118.157981,34.6878
2019,Los Angeles,Antelope Valley Hospital,Lung,2,-118.157981,34.6878
2021,Los Angeles,Antelope Valley Hospital,Stomach,7,-118.157981,34.6878
2014,Los Angeles,Antelope Valley Hospital,Colon,48,-118.15767,34.68928
2014,Los Angeles,Antelope Valley Hospital,Prostate,23,-118.15767,34.68928
2017,Los Angeles,Antelope Valley Hospital,Colon,29,-118.15767,34.68928
2020,Los Angeles,Antelope Valley Hospital,Brain,24,-118.157981,34.6878
2020,Los Angeles,Antelope Valley Hospital,Lung,5,-118.157981,34.6878
2016,Los Angeles,Antelope Valley Hospital,Rectum,12,-118.15767,34.68928
2020,Los Angeles,Antelope Valley Hospital,Prostate,16,-118.157981,34.6878
2020,Los Angeles,Antelope Valley Hospital,Stomach,3,-118.157981,34.6878
2015,Los Angeles,Antelope Valley Hospital,Bladder,1,-118.15767,34.68928
2014,Los Angeles,Antelope Valley Hospital,Stomach,5,-118.15767,34.68928
2017,Los Angeles,Antelope Valley Hospital,Breast,118,-118.15767,34.68928
2014,Los Angeles,Antelope Valley Hospital,Lung,8,-118.15767,34.68928
2020,Los Angeles,Antelope Valley Hospital,Liver,3,-118.157981,34.6878
2021,Los Angeles,Antelope Valley Hospital,Lung,4,-118.157981,34.6878
2020,Los Angeles,Antelope Valley Hospital,Rectum,7,-118.157981,34.6878
2014,Los Angeles,Antelope Valley Hospital,Brain,10,-118.15767,34.68928
2014,Los Angeles,Antelope Valley Hospital,Rectum,12,-118.15767,34.68928
2015,Los Angeles,Antelope Valley Hospital,Brain,8,-118.15767,34.68928
2015,Los Angeles,Antelope Valley Hospital,Stomach,7,-118.15767,34.68928
2019,Los Angeles,Antelope Valley Hospital,Breast,181,-118.157981,34.6878
2020,Los Angeles,Antelope Valley Hospital,Colon,36,-118.157981,34.6878
2016,Los Angeles,Antelope Valley Hospital,Liver,6,-118.15767,34.68928
2015,Los Angeles,Antelope Valley Hospital,Colon,36,-118.15767,34.68928
2016,Los Angeles,Antelope Valley Hospital,Prostate,14,-118.15767,34.68928
2018,Los Angeles,Antelope Valley Hospital,Lung,3,-118.157981,34.6878
2013,Los Angeles,Antelope Valley Hospital,Breast,122,-118.15767,34.68928
2016,Los Angeles,Antelope Valley Hospital,Breast,111,-118.15767,34.68928
2016,Los Angeles,Antelope Valley Hospital,Stomach,8,-118.15767,34.68928
2016,Los Angeles,Antelope Valley Hospital,Pancreas,3,-118.15767,34.68928
2016,Los Angeles,Antelope Valley Hospital,Lung,7,-118.15767,34.68928
2016,Los Angeles,Antelope Valley Hospital,Colon,45,-118.15767,34.68928
2016,Los Angeles,Antelope Valley Hospital,Brain,17,-118.15767,34.68928
2014,Los Angeles,Antelope Valley Hospital,Breast,136,-118.15767,34.68928
2015,Los Angeles,Antelope Valley Hospital,Rectum,11,-118.15767,34.68928
2013,Los Angeles,Antelope Valley Hospital,Brain,8,-118.15767,34.68928
2017,Los Angeles,Antelope Valley Hospital,Liver,3,-118.15767,34.68928
2017,Los Angeles,Antelope Valley Hospital,Lung,7,-118.15767,34.68928
2015,Los Angeles,Antelope Valley Hospital,Pancreas,1,-118.15767,34.68928
2019,Los Angeles,Antelope Valley Hospital,Rectum,5,-118.157981,34.6878
2019,Los Angeles,Antelope Valley Hospital,Prostate,19,-118.157981,34.6878
2017,Los Angeles,Antelope Valley Hospital,Stomach,5,-118.15767,34.68928
2021,Los Angeles,Antelope Valley Hospital,Colon,37,-118.157981,34.6878
2013,Los Angeles,Antelope Valley Hospital,Stomach,3,-118.15767,34.68928
2017,Los Angeles,Antelope Valley Hospital,Prostate,32,-118.15767,34.68928
2015,Los Angeles,Antelope Valley Hospital,Prostate,20,-118.15767,34.68928
2021,Los Angeles,Antelope Valley Hospital,Pancreas,2,-118.157981,34.6878
2013,Los Angeles,Antelope Valley Hospital,Lung,10,-118.15767,34.68928
2020,Los Angeles,Antelope Valley Hospital,Pancreas,1,-118.157981,34.6878
2017,Los Angeles,Antelope Valley Hospital,Rectum,10,-118.15767,34.68928
2019,Los Angeles,Antelope Valley Hospital,Colon,33,-118.157981,34.6878
2018,Los Angeles,Antelope Valley Hospital,Breast,163,-118.157981,34.6878
2018,Los Angeles,Antelope Valley Hospital,Pancreas,4,-118.157981,34.6878
2018,Los Angeles,Antelope Valley Hospital,Rectum,8,-118.157981,34.6878
2013,Los Angeles,Antelope Valley Hospital,Pancreas,1,-118.15767,34.68928
2013,Los Angeles,Antelope Valley Hospital,Colon,62,-118.15767,34.68928
2013,Los Angeles,Antelope Valley Hospital,Rectum,12,-118.15767,34.68928
2018,Los Angeles,Antelope Valley Hospital,Stomach,3,-118.157981,34.6878
2018,Los Angeles,Antelope Valley Hospital,Liver,6,-118.157981,34.6878
2015,Los Angeles,Antelope Valley Hospital,Lung,6,-118.15767,34.68928
2019,Los Angeles,Antelope Valley Hospital,Brain,16,-118.157981,34.6878
2015,Los Angeles,Antelope Valley Hospital,Liver,3,-118.15767,34.68928
2020,Los Angeles,Antelope Valley Hospital,Breast,120,-118.157981,34.6878
2014,Los Angeles,Antelope Valley Hospital,Pancreas,3,-118.15767,34.68928
2014,Los Angeles,Antelope Valley Hospital,Bladder,2,-118.15767,34.68928
2014,Los Angeles,Antelope Valley Hospital,Liver,3,-118.15767,34.68928
2020,Los Angeles,Antelope Valley Hospital,Bladder,1,-118.157981,34.6878
2021,Los Angeles,Antelope Valley Hospital,Prostate,16,-118.157981,34.6878
2019,Los Angeles,Antelope Valley Hospital,Stomach,4,-118.157981,34.6878
2017,Los Angeles,Antelope Valley Hospital,Pancreas,5,-118.15767,34.68928
2015,Los Angeles,Antelope Valley Hospital,Breast,110,-118.15767,34.68928
2017,Los Angeles,Antelope Valley Hospital,Brain,22,-118.15767,34.68928
2013,Los Angeles,Antelope Valley Hospital,Bladder,1,-118.15767,34.68928
2018,Los Angeles,Antelope Valley Hospital,Brain,20,-118.157981,34.6878
2013,Los Angeles,Antelope Valley Hospital,Prostate,38,-118.15767,34.68928
2018,Los Angeles,Antelope Valley Hospital,Prostate,27,-118.157981,34.6878
2020,Los Angeles,Barlow Respiratory Hospital,Rectum,1,-118.24744,34.08058
2018,Los Angeles,St. Mary Medical Center – Long Beach,Rectum,4,-118.1866412,33.7802376
2017,Los Angeles,St. Mary Medical Center – Long Beach,Rectum,4,-118.1866412,33.7802376
2017,Los Angeles,St. Mary Medical Center – Long Beach,Stomach,2,-118.1866412,33.7802376
2015,Los Angeles,St. Mary Medical Center – Long Beach,Lung,9,-118.1866412,33.7802376
2015,Los Angeles,St. Mary Medical Center – Long Beach,Colon,5,-118.1866412,33.7802376
2013,Los Angeles,St. Mary Medical Center – Long Beach,Breast,12,-118.1866412,33.7802376
2014,Los Angeles,St. Mary Medical Center – Long Beach,Brain,1,-118.1866412,33.7802376
2021,Los Angeles,St. Mary Medical Center – Long Beach,Brain,5,-118.1866412,33.7802376
2020,Los Angeles,St. Mary Medical Center – Long Beach,Breast,22,-118.1866412,33.7802376
2021,Los Angeles,St. Mary Medical Center – Long Beach,Colon,10,-118.1866412,33.7802376
2017,Los Angeles,St. Mary Medical Center – Long Beach,Prostate,3,-118.1866412,33.7802376
2019,Los Angeles,St. Mary Medical Center – Long Beach,Prostate,1,-118.1866412,33.7802376
2020,Los Angeles,St. Mary Medical Center – Long Beach,Prostate,2,-118.1866412,33.7802376
2016,Los Angeles,St. Mary Medical Center – Long Beach,Stomach,3,-118.1866412,33.7802376
2018,Los Angeles,St. Mary Medical Center – Long Beach,Breast,19,-118.1866412,33.7802376
2020,Los Angeles,St. Mary Medical Center – Long Beach,Colon,14,-118.1866412,33.7802376
2017,Los Angeles,St. Mary Medical Center – Long Beach,Bladder,2,-118.1866412,33.7802376
2013,Los Angeles,St. Mary Medical Center – Long Beach,Colon,7,-118.1866412,33.7802376
2013,Los Angeles,St. Mary Medical Center – Long Beach,Esophagus,1,-118.1866412,33.7802376
2020,Los Angeles,St. Mary Medical Center – Long Beach,Rectum,5,-118.1866412,33.7802376
2019,Los Angeles,St. Mary Medical Center – Long Beach,Brain,3,-118.1866412,33.7802376
2015,Los Angeles,St. Mary Medical Center – Long Beach,Brain,1,-118.1866412,33.7802376
2019,Los Angeles,St. Mary Medical Center – Long Beach,Pancreas,2,-118.1866412,33.7802376
2015,Los Angeles,St. Mary Medical Center – Long Beach,Stomach,1,-118.1866412,33.7802376
2018,Los Angeles,St. Mary Medical Center – Long Beach,Prostate,2,-118.1866412,33.7802376
2021,Los Angeles,St. Mary Medical Center – Long Beach,Rectum,2,-118.1866412,33.7802376
